Coin,XRP,XRP,XRP,XRP,XRP,XRP,BTC,BTC,BTC,BTC,BTC,BTC,ETH,ETH,ETH,ETH,ETH,ETH
,Change %,High,Low,Open,Price,Vol.,Change %,High,Low,Open,Price,Vol.,Change %,High,Low,Open,Price,Vol.
Date,,,,,,,,,,,,,,,,,,
2018-03-18,3.14%,0.685,0.53771,0.62861,0.6483300000000001,10.37M,4.45%,8285.60,7240.00,7832.00,8200.20,88.92K,-2.23%,560.99,453.65,548.82,536.73,661.85K
2018-03-19,11.67%,0.7247,0.62561,0.6483300000000001,0.724,8.97M,4.88%,8689.90,8100.00,8209.00,8600.10,73.28K,3.40%,557.99,514.95,536.73,554.99,346.87K
2018-03-20,-3.60%,0.724,0.658,0.724,0.6979,8.12M,3.48%,9025.00,8309.60,8600.20,8899.70,54.28K,0.25%,566.28,516.09,555.00,556.38,226.63K
2018-03-21,-2.56%,0.70882,0.66059,0.6979,0.68,7.11M,0.00%,9175.20,8755.70,8899.80,8900.10,42.86K,0.66%,590.00,544.59,556.38,560.04,185.47K
2018-03-22,-4.41%,0.69093,0.6208199999999999,0.68,0.65,5.17M,-2.18%,9088.00,8453.10,8888.60,8706.44,54.42K,-3.72%,577.27,515.36,559.22,539.19,181.65K
2018-03-23,-1.38%,0.654,0.61231,0.65,0.641,3.77M,2.32%,8910.00,8272.80,8703.80,8908.00,44.91K,0.76%,543.66,505.72,539.20,543.28,193.13K
2018-03-24,-2.14%,0.67871,0.6273,0.641,0.6273,3.45M,-4.19%,9040.20,8463.00,8911.40,8535.00,44.21K,-4.51%,545.24,518.00,543.86,518.80,108.76K
2018-03-25,0.90%,0.654,0.6167,0.62737,0.6329199999999999,2.77M,-1.05%,8673.90,8373.00,8525.00,8445.10,30.69K,0.70%,535.65,513.06,519.05,522.41,81.71K
2018-03-26,-7.10%,0.6382,0.57438,0.6329199999999999,0.588,6.91M,-3.86%,8496.40,7839.09,8445.00,8119.10,56.38K,-7.16%,525.37,466.90,522.41,485.00,224.43K
2018-03-27,-3.31%,0.6025,0.557,0.588,0.5685100000000001,4.55M,-4.12%,8209.00,7727.00,8128.00,7784.50,50.41K,-7.66%,491.35,446.10,485.20,447.85,310.88K
2018-03-28,0.43%,0.588,0.56411,0.5685100000000001,0.57098,2.56M,1.95%,8118.00,7725.00,7784.50,7936.10,35.08K,-0.55%,465.52,439.99,448.19,445.37,165.08K
2018-03-29,-11.84%,0.57491,0.49545,0.57098,0.50335,7.60M,-10.61%,7963.90,6897.20,7936.00,7094.00,77.41K,-13.75%,448.00,379.60,445.37,384.11,470.08K
2018-03-30,-0.23%,0.52512,0.47006000000000003,0.50335,0.5021800000000001,8.97M,-3.57%,7267.30,6533.00,7091.50,6840.40,108.25K,2.34%,411.12,364.66,384.10,393.09,501.96K
2018-03-31,-1.03%,0.5213300000000001,0.4927,0.5021800000000001,0.497,4.63M,1.24%,7221.90,6782.90,6838.10,6925.30,68.02K,-0.03%,418.50,389.00,393.08,392.97,273.24K
2018-04-01,-4.23%,0.50756,0.4546,0.497,0.476,5.63M,-1.66%,7035.10,6432.40,6925.40,6810.00,54.90K,-3.64%,398.84,358.01,393.37,378.67,325.75K
2018-04-02,3.76%,0.50389,0.471,0.476,0.4939,3.46M,3.56%,7121.40,6770.20,6813.10,7052.70,44.01K,1.80%,393.99,375.26,378.68,385.50,196.17K
2018-04-03,10.75%,0.5527,0.49191999999999997,0.4939,0.547,6.85M,5.00%,7509.60,7020.00,7073.80,7405.60,49.86K,7.76%,417.88,379.83,386.16,415.43,223.28K
2018-04-04,-10.78%,0.5523,0.48505,0.547,0.48801000000000005,6.77M,-8.37%,7422.00,6670.00,7403.30,6785.90,53.72K,-9.01%,416.54,369.82,415.41,377.99,256.60K
2018-04-05,0.64%,0.49646,0.47417,0.48801000000000005,0.49113,2.22M,-0.31%,6911.00,6571.90,6785.80,6765.00,45.85K,0.79%,387.10,366.12,378.00,380.98,182.50K
2018-04-06,-3.58%,0.49425,0.4577,0.49113,0.47358,2.62M,-2.29%,6851.50,6501.10,6767.20,6610.20,42.14K,-2.95%,385.44,363.03,380.99,369.73,151.02K
2018-04-07,2.43%,0.49604,0.46947,0.47358,0.4851,2.86M,4.27%,7075.40,6599.90,6610.00,6892.60,40.61K,3.90%,394.59,368.85,369.74,384.16,143.72K
2018-04-08,2.66%,0.5009,0.48357,0.4851,0.498,1.46M,1.90%,7114.80,6883.00,6892.62,7023.90,29.33K,4.21%,404.07,384.16,384.16,400.34,134.99K
2018-04-09,-2.85%,0.51145,0.4751,0.498,0.48382,4.61M,-3.69%,7187.40,6611.00,7024.00,6764.60,75.96K,-0.39%,430.73,387.31,400.33,398.79,329.86K
2018-04-10,1.38%,0.49856999999999996,0.4775,0.48382,0.49048,2.35M,1.10%,6890.60,6650.00,6770.90,6839.30,26.15K,4.09%,417.90,391.00,398.84,415.12,146.65K
