Date,Positive Sentiment Averaged,Negative Sentiment Averaged,Overall Sentiment Averaged,Positive Sentiment Summed,Negative Sentiment Summed,Overall Sentiment Summed,Positive Sentiment RMS,Negative Sentiment RMS,Overall Sentiment RMS,XRP_Change,XRP_High,XRP_Low,XRP_Open,XRP_Price,XRP_Vol,BTC_Change,BTC_High,BTC_Low,BTC_Open,BTC_Price,BTC_Vol,ETH_Change,ETH_High,ETH_Low,ETH_Open,ETH_Price,ETH_Vol,ten day percent change,thirty day percent change,binned price
2017-10-18,0.4675324675324674,-0.02597402597402597,0.44155844155844143,0.4675324675324674,-0.02597402597402597,0.44155844155844143,0.4675324675324674,-0.02597402597402597,0.44155844155844143,-1.11,0.2349,0.2025,0.2298,0.2143,30980.0,-0.57,5597.9,5114.3,5597.7,5565.0,69.04,-0.7,316.21,287.46,315.65,313.45,252.92,-0.17034456058846298,0.18006607929515406,3
2017-10-19,0.05882352941176471,-0.05882352941176471,0.0,0.05882352941176471,-0.05882352941176471,0.0,0.05882352941176471,-0.05882352941176471,0.0,-2.57,0.2329,0.20600000000000002,0.2167,0.2088,18690.0,2.32,5741.0,5505.8,5574.8,5694.0,38.04,-2.07,316.5,304.0,313.45,306.97,118.04,-0.2039649256576438,0.22105263157894736,3
2017-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.22399999999999998,0.2052,0.2143,0.2099,16280.000000000002,5.1,6082.2,5606.4,5694.0,5984.5,61.78,-1.42,313.01,301.04,306.97,302.61,118.8,-0.14501018329938897,0.2139965297860035,3
2017-10-21,0.11475409836065575,-0.11475409836065575,0.0,0.11475409836065575,-0.11475409836065575,0.0,0.11475409836065575,-0.11475409836065575,0.0,-4.57,0.2106,0.1967,0.2088,0.2003,13910.0,0.34,6190.0,5873.6,5984.9,6005.1,53.52,-1.12,303.0,289.31,302.61,299.23,105.32,-0.2305032654629273,0.11712214166201908,3
2017-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.29,0.212,0.195,0.2099,0.1917,11400.0,-0.41,6069.6,5717.9,6005.1,5980.5,50.58,-1.9,305.62,289.4,299.23,293.55,95.45,-0.24999999999999994,0.09605488850771875,3
2017-10-23,0.07608695652173914,-0.1902173913043478,-0.11413043478260868,0.07608695652173914,-0.1902173913043478,-0.11413043478260868,0.07608695652173914,-0.1902173913043478,-0.11413043478260868,6.0,0.2017,0.185,0.2003,0.2032,11650.0,-1.23,6051.0,5639.8,5980.5,5906.9,67.06,-2.96,293.96,273.5,293.55,284.85,170.7,-0.23609022556390985,0.10554951033732318,3
2017-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.89,0.2168,0.183,0.1917,0.2014,20370.0,-6.73,5902.5,5457.5,5902.5,5509.5,64.03,4.02,311.85,280.02,284.85,296.3,216.67,-0.2187742435996896,0.06617257808364205,3
2017-10-25,0.12077922077922075,-0.1808905380333952,-0.06011131725417444,0.12077922077922075,-0.1808905380333952,-0.06011131725417444,0.12077922077922075,-0.1808905380333952,-0.06011131725417444,0.3,0.2056,0.196,0.2032,0.20199999999999999,6620.0,3.82,5743.9,5367.9,5509.9,5720.0,44.8,-0.28,300.0,288.5,296.3,295.46,94.09,-0.12097476066144482,-0.038553069966682646,3
2017-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.24,0.2051,0.1995,0.2014,0.1995,6180.0,2.97,5966.6,5680.5,5724.2,5890.0,42.72,-0.12,299.0,290.55,295.46,295.1,59.36,-0.07937240424550066,-0.01335311572700287,3
2017-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.2032,0.1975,0.20199999999999999,0.1979,3440.0,-2.21,6010.2,5681.2,5890.0,5759.6,39.71,0.3,299.5,291.6,295.1,295.99,68.47,-0.07652823145123658,0.004568527918781787,3
2017-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.201,0.1971,0.1995,0.2012,4030.0000000000005,-0.68,5863.9,5634.7,5759.8,5720.6,26.66,-0.84,297.01,288.6,295.99,293.49,70.22,-0.036398467432950304,0.011055276381909587,3
2017-10-29,0.07906976744186048,-0.2015503875968992,-0.12248062015503872,0.07906976744186048,-0.2015503875968992,-0.12248062015503872,0.07906976744186048,-0.2015503875968992,-0.12248062015503872,0.4,0.2045,0.196,0.1979,0.20199999999999999,5470.0,7.61,6330.0,5662.9,5718.1,6156.0,61.92,3.71,312.49,290.5,293.49,304.39,166.62,-0.03763696998570756,-0.03303015797032081,3
2017-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98,0.2042,0.2,0.2012,0.198,3990.0,-0.5,6237.2,6010.0,6146.0,6125.3,33.26,0.86,314.4,303.93,304.39,307.0,86.21,-0.011482775836245613,-0.026069847515986223,3
2017-10-31,0.08486943164362519,-0.17281105990783413,-0.08794162826420894,0.08486943164362519,-0.17281105990783413,-0.08794162826420894,0.08486943164362519,-0.17281105990783413,-0.08794162826420894,-3.48,0.204,0.1971,0.20199999999999999,0.1911,5440.0,5.44,6472.1,6082.7,6129.9,6458.3,38.76,-1.08,312.0,303.1,307.0,303.69,81.66,-0.003129890453834205,-0.05862068965517252,3
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.201,0.1894,0.198,0.2,9150.0,4.17,6727.3,6348.0,6450.2,6727.3,57.13,-4.97,305.11,287.04,303.69,288.6,153.84,-0.015748031496062898,-0.06890130353817496,3
2017-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.207,0.175,0.1911,0.205,17220.0,4.35,7315.1,6724.5,6735.0,7019.9,97.45,-1.29,293.01,275.21,288.6,284.89,260.22,0.017874875868917537,-0.1353859131168284,3
2017-11-03,0.3235294117647059,-0.025210084033613443,0.29831932773109243,0.3235294117647059,-0.025210084033613443,0.29831932773109243,0.3235294117647059,-0.025210084033613443,0.29831932773109243,-1.56,0.2295,0.1956,0.2,0.2018,24890.0,3.68,7447.5,6926.5,7018.9,7278.4,64.15,6.52,307.36,284.0,284.89,303.47,217.42,-0.000990099009900881,-0.13427713427713425,3
2017-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.14,0.2056,0.1991,0.205,0.1995,6330.0,1.24,7521.1,6936.5,7104.0,7369.0,48.62,-1.31,304.38,293.0,303.47,299.48,132.54,0.0,-0.1704781704781704,3
2017-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.204,0.1975,0.2018,0.2011,5070.0,0.18,7595.0,7272.0,7370.9,7382.0,46.29,-1.29,301.0,292.28,299.48,295.63,98.63,0.016169782718544762,-0.2843416370106762,3
2017-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.2069,0.1981,0.1995,0.2057,5940.0,-5.78,7429.5,6915.1,7355.1,6955.0,63.27,0.43,310.0,292.0,295.63,296.9,159.37,0.022365805168986105,-0.1788423153692615,3
2017-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,0.2061,0.1992,0.2011,0.2161,8279.999999999998,2.13,7214.4,6959.0,6959.6,7103.3,37.54,-1.85,304.2,285.01,296.9,291.42,216.51,0.06980198019801981,-0.16337591947348043,3
2017-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.71,0.225,0.203,0.2057,0.2124,17100.0,4.77,7895.0,7029.9,7102.0,7442.4,97.3,5.52,318.9,290.11,291.42,307.5,335.69,0.07272727272727271,-0.19024018299656872,3
2017-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.43,0.223,0.2121,0.2161,0.203,14210.0,-4.25,7447.0,7017.6,7447.0,7126.2,50.14,3.91,328.8,305.0,307.5,319.52,251.77,0.06227106227106239,-0.17311608961303454,3
2017-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.2185,0.198,0.2124,0.2092,19880.0,-8.2,7313.1,6405.2,7123.3,6542.2,88.43,-7.3,324.03,286.0,319.52,296.18,331.44,0.04599999999999993,-0.19631194775259309,3
2017-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.65,0.2147,0.2,0.203,0.1932,16520.0,-3.69,6788.0,6166.0,6541.2,6300.7,72.84,5.7,319.88,294.7,296.18,313.07,172.77,-0.05756097560975599,-0.24413145539906098,3
2017-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.2092,0.175,0.2092,0.2,48680.0,-7.6,6465.0,5426.0,6282.4,5822.1,172.69,-2.93,316.99,293.33,313.07,303.9,251.26,-0.00891972249752228,-0.24812030075187969,3
2017-11-13,0.2380952380952381,-0.047619047619047616,0.1904761904761905,0.2380952380952381,-0.047619047619047616,0.1904761904761905,0.2380952380952381,-0.047619047619047616,0.1904761904761905,2.05,0.2,0.19,0.1932,0.2041,19330.0,11.21,6680.0,5786.1,5806.5,6474.6,110.44,3.07,318.0,302.4,303.9,313.22,198.96,0.023057644110275652,-0.208301008533747,3
2017-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.21,0.1965,0.2,0.2087,10330.0,1.62,6687.8,6315.4,6476.5,6579.2,49.52,6.72,336.69,313.22,313.22,334.28,244.03,0.03779214321233215,-0.09181897302001744,3
2017-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,0.21,0.203,0.2041,0.2273,10810.0,10.63,7310.2,6589.9,6589.9,7278.3,71.61,-1.1,339.61,321.5,334.28,330.59,167.05,0.10500729217306762,0.04891555145362251,4
2017-11-16,0.3800186741363212,-0.004357298474945533,0.37566137566137564,1.1400560224089635,-0.0130718954248366,1.126984126984127,0.39434828545483547,-0.0075470623423480486,0.38680122311248744,-1.23,0.2832,0.2055,0.2087,0.2245,97460.0,8.05,8012.9,7099.9,7273.7,7864.2,85.88,0.05,335.11,321.18,330.59,330.76,149.13,0.038870893105044046,0.04759682687820819,4
2017-11-17,0.571969696969697,0.0,0.571969696969697,1.143939393939394,0.0,1.143939393939394,0.5926789733683075,-0.0,0.5926789733683075,1.11,0.2408,0.217,0.2273,0.22699999999999998,25330.0,-2.37,8029.8,7511.1,7865.0,7677.9,75.95,0.07,335.01,325.0,331.16,331.0,151.63,0.06873822975517878,0.08716475095785424,4
2017-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.2295,0.2186,0.2245,0.2325,11180.0,1.24,7867.0,7419.5,7674.1,7773.3,40.7,4.74,350.4,325.32,331.0,346.68,148.23,0.14532019704433496,0.1076703191996189,4
2017-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.2375,0.22,0.22699999999999998,0.24,18760.0,3.61,8126.9,7652.0,7770.6,8054.2,39.13,2.31,371.0,343.28,346.68,354.7,176.58,0.14722753346080303,0.19820269595606582,4
2017-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.96,0.247,0.2317,0.2325,0.2329,15370.0,2.37,8310.2,7943.4,8052.8,8245.1,38.28,3.73,373.7,352.03,354.7,367.94,148.45,0.2054865424430641,0.2149191444966092,4
2017-11-21,0.2523937926480299,-0.048673783843275364,0.20372000880475455,0.5047875852960598,-0.09734756768655073,0.4074400176095091,0.26166472297299653,-0.0503694930029793,0.21129522997001723,3.05,0.2456,0.2287,0.24,0.24,19920.0,-1.79,8380.0,7790.0,8245.1,8097.3,71.85,-2.16,373.5,350.0,367.94,360.0,199.14,0.1999999999999999,0.18110236220472442,4
2017-11-22,0.2709845735027223,-0.044237749546279494,0.22674682395644283,0.5419691470054446,-0.08847549909255899,0.45349364791288566,0.2902616888703414,-0.06256162537721269,0.22770006349312874,0.38,0.2424,0.23,0.2329,0.2409,17000.0,1.64,8310.0,8064.3,8097.3,8230.1,28.86,5.69,381.89,358.8,360.0,380.48,138.9,0.18030377266046055,0.19612711022840124,4
2017-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.2545,0.2351,0.24,0.245,23530.0,-3.07,8267.6,7977.1,8230.0,7977.1,32.1,6.49,426.27,374.34,380.48,405.19,264.29,0.17393387637757546,0.21287128712871295,4
2017-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.2476,0.2348,0.2409,0.2533,14300.0,2.69,8350.7,7873.0,7977.0,8191.6,42.85,16.12,478.5,397.37,405.19,470.51,258.2,0.11438627364716245,0.26967418546365923,4
2017-11-25,0.1924198250728863,-0.07201166180758017,0.12040816326530612,0.1924198250728863,-0.07201166180758017,0.12040816326530612,0.1924198250728863,-0.07201166180758017,0.12040816326530612,-3.32,0.2562,0.242,0.245,0.2449,13180.0,7.01,8770.0,8132.9,8191.6,8766.2,44.25,-1.38,481.99,454.4,469.89,464.0,168.49,0.09086859688195992,0.23749368367862564,4
2017-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.2533,0.24100000000000002,0.2533,0.2478,16309.999999999998,6.27,9495.0,8769.2,8791.0,9316.0,67.57,0.0,464.0,464.0,464.0,464.0,0.0,0.09162995594713663,0.231610337972167,4
2017-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,0.2532,0.24,0.2449,0.2795,22190.0,4.43,9760.7,9268.9,9303.9,9728.8,66.66,2.03,491.89,458.25,464.0,473.44,191.77,0.20215053763440866,0.3836633663366339,5
2017-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.92,0.2816,0.2478,0.2478,0.235,44710.0,1.74,9977.77,9608.3,9727.1,9898.0,47.11,-1.66,479.0,457.2,473.44,465.56,153.81,-0.020833333333333353,0.18686868686868674,4
2017-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.28,0.21,0.2795,0.2372,69750.0,-1.5,11427.17,9001.1,9891.9,9749.4,182.74,-9.71,517.0,403.01,465.56,420.34,228.93,0.018462859596393294,0.2412349555206698,4
2017-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.2477,0.2184,0.235,0.244,29910.0,1.62,10540.0,8821.0,9771.9,9907.0,129.07,2.82,454.95,385.4,420.34,432.21,224.57,0.016666666666666684,0.21999999999999992,4
2017-12-01,0.1191021530004581,-0.1587265231333028,-0.0396243701328447,0.1191021530004581,-0.1587265231333028,-0.0396243701328447,0.1191021530004581,-0.1587265231333028,-0.0396243701328447,0.33,0.2488,0.225,0.2372,0.2448,22460.0,9.71,10949.0,9370.1,9907.0,10869.0,84.14,6.58,467.0,413.96,432.21,460.67,169.74,0.01618929016189285,0.19414634146341467,4
2017-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2495,0.2398,0.244,0.2448,15890.0,0.11,11187.0,10627.0,10852.0,10881.0,49.71,-1.12,472.0,447.0,460.67,455.51,135.33,-0.0008163265306122683,0.21308225966303262,4
2017-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.2598,0.2344,0.2448,0.2462,25350.0,2.54,11842.0,10299.0,10880.0,11157.0,93.06,0.87,482.69,431.04,455.51,459.49,137.97,-0.028030003947887967,0.2340852130325814,4
2017-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.12,0.25,0.2345,0.2448,0.2336,16790.0,3.93,11598.0,10788.0,11162.0,11595.0,63.74,1.2,471.06,439.27,459.49,465.0,123.19,-0.04614128215598205,0.1616111387369468,4
2017-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.15,0.2472,0.23199999999999998,0.2462,0.2169,18440.0,0.0,11949.0,11414.0,11611.0,11595.0,48.94,-2.82,467.38,444.17,465.0,451.87,187.53,-0.12469733656174328,0.0544482255712203,3
2017-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.69,0.2342,0.2059,0.2336,0.2024,42000.0,16.66,13598.0,11590.0,11590.0,13527.0,83.59,-8.44,454.23,403.0,451.87,413.71,367.19,-0.2758497316636852,-0.06339657565941689,3
2017-12-07,0.2419763729246488,-0.13805076628352492,0.10392560664112388,0.4839527458492976,-0.27610153256704983,0.20785121328224776,0.31255817721393453,-0.17243782093640883,0.1401203562775257,15.07,0.22,0.2,0.2169,0.2329,55110.0,22.72,16639.0,13154.0,13500.0,16601.0,141.26,0.32,429.0,390.0,413.71,415.02,322.0,-0.008936170212765918,0.09651600753295664,4
2017-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.249,0.2,0.2024,0.2365,92750.0,-4.41,17160.0,13774.0,16608.0,15869.0,124.11,6.55,453.61,400.34,415.02,442.19,318.98,-0.0029510961214165524,0.16502463054187178,4
2017-12-09,0.12973137973137974,-0.13186813186813187,-0.002136752136752129,0.2594627594627595,-0.26373626373626374,-0.004273504273504258,0.12973137973137974,-0.13186813186813187,-0.002136752136752129,-3.68,0.245,0.2275,0.2329,0.2278,29980.0,-7.62,16300.0,13021.0,15829.0,14660.0,77.82,4.24,487.8,441.0,442.19,460.92,322.5,-0.06639344262295079,0.08891013384321227,4
2017-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.2376,0.2212,0.2365,0.245,20270.0,2.3,15728.0,12748.0,14660.0,14997.0,107.05,-6.87,460.92,413.3,460.92,429.24,250.23,0.000816993464052311,0.2681159420289854,4
2017-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,0.2504,0.2278,0.2278,0.3474,20690.0,11.72,17443.0,14937.0,14937.0,16754.0,78.09,20.04,531.2,429.14,429.24,515.25,224.21,0.41911764705882354,0.7369999999999999,6
2017-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.82,0.4205,0.24,0.245,0.451,116610.0,1.27,17500.0,16234.0,16754.0,16967.0,52.09,23.22,646.92,497.75,515.25,634.87,425.21,0.8318440292445167,1.2097011268985791,8
2017-12-13,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454,-0.0,0.5454545454545454,81.15,0.4927,0.32,0.3474,0.8170000000000001,132919.99999999997,-4.63,17288.0,15674.0,17010.0,16181.0,62.88,8.79,742.0,573.0,634.87,690.69,686.14,2.497431506849315,2.9147101102060375,14
2017-12-14,0.5370370370370371,0.0,0.5370370370370371,1.6111111111111112,0.0,1.6111111111111112,0.537675227442888,-0.0,0.537675227442888,-9.74,0.847,0.446,0.451,0.7374,143370.0,1.25,16999.0,15870.0,16122.0,16383.0,45.72,-0.61,760.0,651.0,690.69,686.51,494.41,2.3997233748271096,2.244170699516058,13
2017-12-15,0.4567307692307692,-0.014423076923076926,0.4423076923076923,0.9134615384615384,-0.02884615384615385,0.8846153846153846,0.4867417483489564,-0.020397310995765798,0.4663444373531906,0.35,0.825,0.6154,0.8170000000000001,0.74,87980.0,6.95,18098.0,16352.0,16396.0,17522.0,63.11,-1.2,698.31,610.0,686.51,678.29,360.05,2.6561264822134385,2.2962138084632513,13
2017-12-16,0.18032786885245905,-0.11569086651053866,0.0646370023419204,0.18032786885245905,-0.11569086651053866,0.0646370023419204,0.18032786885245905,-0.11569086651053866,0.0646370023419204,-3.78,0.813,0.72,0.7374,0.7120000000000001,41170.0,9.5,19548.0,17098.0,17569.55,19187.0,48.27,0.73,711.96,672.51,678.29,683.25,200.94,2.0571060541004726,2.136563876651983,12
2017-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29,0.753,0.701,0.74,0.7568,28420.0,-1.13,19891.0,18622.0,19210.0,18971.0,51.8,3.74,725.0,683.24,683.25,708.78,210.62,2.2,2.25505376344086,13
2017-12-18,0.20665593129361245,-0.06629092860976919,0.14036500268384328,0.20665593129361245,-0.06629092860976919,0.14036500268384328,0.20665593129361245,-0.06629092860976919,0.14036500268384328,-3.33,0.7913,0.66,0.7120000000000001,0.7316,45640.0,-0.2,19171.0,18010.0,18959.0,18934.0,53.58,10.61,798.9,660.0,708.78,783.99,420.29,2.211589113257243,2.048333333333334,13
2017-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.28,0.841,0.6858,0.7568,0.7149,44640.0,-8.39,18987.0,16500.0,18931.0,17345.0,66.65,2.04,863.0,750.01,783.99,799.98,518.29,1.9179591836734693,2.069557750107342,12
2017-12-20,0.2351993315827166,-0.054443184530914304,0.18075614705180232,0.4703986631654332,-0.10888636906182861,0.36151229410360464,0.23528439178746555,-0.05981819265004343,0.17546619913742212,52.47,0.746,0.635,0.7316,1.09,35030.0,-5.3,17709.0,15500.0,17340.0,16425.0,82.16,-0.62,826.2,709.0,799.98,794.99,423.2,2.1375935521013245,3.541666666666667,19
2017-12-21,0.6083011165898866,-0.0022702676111767024,0.60603084897871,2.4332044663595465,-0.00908107044470681,2.42412339591484,0.6327699936446272,-0.003282958102557709,0.6294870355420694,-9.36,1.11,0.7140000000000001,0.7149,0.988,91160.0,-4.62,17333.0,14827.0,16433.0,15666.83,65.58,-1.01,848.08,747.1,794.99,786.97,341.95,1.1906873614190685,3.1012868410128682,17
2017-12-22,0.2652692681100935,-0.06469545377246189,0.2005738143376316,0.7958078043302804,-0.19408636131738566,0.6017214430128948,0.30307524227565097,-0.08268813880518745,0.22038710347046353,-0.24,1.23,0.69,1.09,0.9856,114410.0,-15.94,15826.0,10718.0,15650.0,13170.0,179.0,-20.18,792.0,492.01,786.97,628.19,780.15,0.2063647490820073,3.022857142857143,17
2017-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,1.07,0.92,0.988,0.9718,30790.0,6.57,14986.0,12755.0,13173.0,14035.0,59.92,7.07,717.0,616.19,628.19,672.59,240.69,0.31787360998101427,2.836557441768653,17
2017-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.9938,0.8024,0.9856,0.972,31760.0,-3.98,14047.0,11601.18,14036.0,13476.0,72.38,-1.89,675.0,560.0,672.59,659.89,312.62,0.3135135135135135,2.9689669252756223,17
2017-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,1.02,0.9125,0.9718,1.07,12030.0,1.09,14278.0,12678.0,13517.0,13623.0,45.61,7.56,737.0,651.76,659.89,709.81,218.49,0.5028089887640449,3.317998385794996,19
2017-12-26,0.11159029649595686,-0.18598382749326148,-0.07439353099730461,0.11159029649595686,-0.18598382749326148,-0.07439353099730461,0.11159029649595686,-0.18598382749326148,-0.07439353099730461,13.08,1.1,0.9621,0.972,1.21,16360.0,15.09,16048.0,13550.0,13627.0,15679.0,63.44,5.63,749.8,708.83,709.81,749.8,149.07,0.5988372093023254,3.329159212880142,21
2017-12-27,0.75,0.0,0.75,0.75,0.0,0.75,0.75,-0.0,0.75,2.48,1.29,1.06,1.07,1.24,44830.0,-1.95,16494.0,14463.0,15680.0,15374.0,54.99,-1.78,766.06,703.27,749.8,736.45,167.81,0.6949152542372881,4.276595744680851,22
2017-12-28,0.07344262295081969,-0.26229508196721313,-0.18885245901639344,0.07344262295081969,-0.26229508196721313,-0.18885245901639344,0.07344262295081969,-0.26229508196721313,-0.18885245901639344,54.84,1.29,1.07,1.21,1.92,33080.0,-6.89,15467.0,13232.0,15374.0,14315.0,72.89,-3.4,740.3,652.0,736.45,711.42,255.38,1.6856903063365505,7.094435075885328,34
2017-12-29,0.5336156288156289,-0.0011936507936507936,0.5324219780219781,2.668078144078144,-0.005968253968253968,2.66210989010989,0.5499302871424876,-0.0019873117297778604,0.5479429754127098,-4.69,1.97,1.24,1.24,1.83,65040.00000000001,0.01,15105.0,13847.0,14323.0,14317.0,48.01,2.83,755.0,703.02,711.42,731.52,204.82,0.6788990825688073,6.500000000000001,33
2017-12-30,0.2896776191996547,-0.06457958259242343,0.22509803660723127,1.1587104767986187,-0.2583183303696937,0.9003921464289251,0.36484814916342734,-0.10036829196497811,0.26447985719844924,7.65,2.4,1.74,1.92,1.97,78980.0,-13.55,14403.0,11690.0,14308.0,12377.0,75.43,-6.74,737.56,640.43,731.52,682.22,267.7,0.9939271255060729,7.047385620915033,35
2017-12-31,0.3191836734693877,-0.0032653061224489797,0.31591836734693873,0.3191836734693877,-0.0032653061224489797,0.31591836734693873,0.3191836734693877,-0.0032653061224489797,0.31591836734693873,3.05,2.09,1.5,1.83,2.03,34430.0,11.5,14140.0,12183.88,12385.0,13800.0,43.29,8.0,741.99,675.56,682.22,736.77,153.38,1.0596590909090906,7.292483660130719,36
2018-01-01,0.1,-0.18,-0.07999999999999999,0.1,-0.18,-0.07999999999999999,0.1,-0.18,-0.07999999999999999,7.88,2.1,1.8,1.97,2.19,13770.0,-3.23,13893.0,12787.0,13794.0,13354.0,29.54,2.13,762.0,717.94,736.77,752.46,121.56,1.2535501131920148,7.895207148659626,39
2018-01-02,0.317826765812309,-0.03170290138611917,0.28612386442618987,1.9069605948738542,-0.19021740831671502,1.7167431865571392,0.341711548105638,-0.050965897687485245,0.2907456504181527,24.2,2.2,1.9,2.03,2.72,24000.0,10.15,15300.0,12810.0,13448.0,14709.82,56.18,14.13,890.0,752.46,752.46,858.78,420.96,1.798353909465021,10.643835616438357,49
2018-01-03,0.42758824595892786,-0.018482680864444375,0.4091055650944835,2.1379412297946394,-0.09241340432222188,2.0455278254724174,0.4659843275143382,-0.027722944668089267,0.43826138284624894,0.37,2.86,2.15,2.19,2.73,32140.0,3.03,15428.0,14522.0,14713.0,15155.0,38.35,9.69,954.73,840.0,858.78,942.01,310.54,1.5514018691588782,11.586445366528354,49
2018-01-04,0.45372211065261586,-0.04693690827795448,0.40678520237466137,3.176054774568311,-0.32855835794568133,2.8474964166226298,0.5258022887822372,-0.08262730080978636,0.44317498797245086,-8.42,3.28,2.45,2.72,2.5,44430.0,0.03,15390.0,14064.0,15150.0,15160.0,46.47,-0.21,997.0,893.24,942.01,940.0,348.62,1.0661157024793388,11.351778656126482,45
2018-01-05,0.3370921841316578,-0.05655119922002662,0.2805409849116312,2.6967374730532625,-0.45240959376021295,2.2443278792930497,0.37162331767692186,-0.1020766697045074,0.26954664797241445,6.0,3.05,2.2,2.73,2.65,34750.0,11.59,17101.0,14769.0,15159.0,16917.0,54.63,2.42,1023.6,930.0,939.3,962.77,298.24,1.1370967741935483,10.378273937312152,47
2018-01-06,0.14873888426844095,-0.07963142153413089,0.06910746273431007,0.2974777685368819,-0.15926284306826177,0.13821492546862013,0.1497160469944303,-0.10481333496578256,0.04490271202864775,4.53,2.85,2.45,2.5,2.77,11260.0,1.44,17252.0,16251.0,16911.0,17161.0,29.61,4.31,1014.2,951.38,962.77,1004.3,127.79,0.44270833333333337,10.71247357293869,49
2018-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.36,2.81,2.56,2.65,2.4,9100.0,-5.62,17176.0,15726.0,17163.0,16196.0,30.84,11.1,1116.0,999.5,1004.3,1115.8,199.83,0.3114754098360655,9.535557506584723,43
2018-01-08,0.20460533805483655,-0.10128922602498963,0.10331611202984692,1.6368427044386924,-0.810313808199917,0.8265288962387753,0.24755486980153854,-0.14905067601382527,0.09850419378771327,-14.98,2.77067,1.91111,2.77067,2.04055,20760.0,-7.82,16279.0,13760.0,16216.0,14930.0,64.95,1.21,1225.0,968.12,1115.9,1129.3,439.43,0.03581218274111681,7.328775510204082,36
