Date,Positive Sentiment Averaged,Negative Sentiment Averaged,Overall Sentiment Averaged,Positive Sentiment Summed,Negative Sentiment Summed,Overall Sentiment Summed,Positive Sentiment RMS,Negative Sentiment RMS,Overall Sentiment RMS,XRP_Change,XRP_High,XRP_Low,XRP_Open,XRP_Price,XRP_Vol,BTC_Change,BTC_High,BTC_Low,BTC_Open,BTC_Price,BTC_Vol,ETH_Change,ETH_High,ETH_Low,ETH_Open,ETH_Price,ETH_Vol,RMS_box_filter,Summed_box_filter,Averaged_box_filter,ten day percent change,thirty day percent change,binned price
2017-10-06,0.4420611439842209,-0.05246548323471401,0.3895956607495069,0.8841222879684418,-0.10493096646942802,0.7791913214990138,0.5387433471189642,-0.0741973979469908,0.4645459491719734,3.17,0.2446,0.23199999999999998,0.2371,0.2405,12720.0,1.29,4424.5,4294.0,4312.6,4371.0,25.94,4.51,309.59,293.04,295.12,308.43,106.64,0.1841611912908563,0.35157289419512133,0.16499199923711566,0.1894164193867458,0.13604156825696737,4
2017-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.84,0.2417,0.2325,0.2331,0.281,6690.0,1.49,4477.1,4316.1,4370.0,4436.0,17.41,0.98,315.0,304.5,308.43,311.46,117.03,0.20856206275055128,0.3759737656548163,0.18939287069681066,0.4263959390862947,0.3229755178907722,5
2017-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.85,0.2813,0.2389,0.2405,0.2505,23300.0,3.99,4630.0,4417.6,4435.9,4613.1,29.86,-0.53,314.39,307.55,311.46,309.82,103.78,0.20856206275055128,0.3759737656548163,0.18939287069681066,0.25879396984924635,0.15864939870490286,4
2017-10-09,0.3008474576271186,-0.04622496147919878,0.2546224961479198,0.6016949152542372,-0.09244992295839756,0.5092449922958396,0.3607920840238644,-0.0653719674440568,0.2954201165798076,3.11,0.281,0.233,0.281,0.2583,33490.00000000001,3.67,4874.9,4551.3,4612.4,4782.3,48.93,-4.01,311.16,287.03,309.82,297.4,180.23,0.20913607029321338,0.31483011990182785,0.1859864885223425,0.2364767831498323,0.20757363253856925,4
2017-10-10,0.3541666666666667,-0.007936507936507936,0.3462301587301587,0.7083333333333334,-0.015873015873015872,0.6924603174603174,0.35477888262346674,-0.01122391716169123,0.3435549654617755,1.55,0.2669,0.2405,0.2505,0.2623,13650.0,-0.11,4940.0,4717.5,4782.3,4777.0,42.68,0.65,307.0,292.57,297.4,299.32,104.64,0.2207042062427113,0.3961793262510342,0.1980896631255171,0.2902115100836201,0.25262655205348605,4
2017-10-11,0.08976773383553044,-0.19083490269930947,-0.10106716886377903,0.08976773383553044,-0.19083490269930947,-0.10106716886377903,0.08976773383553044,-0.19083490269930947,-0.10106716886377903,-6.4,0.2658,0.256,0.2583,0.2455,6130.0,1.0,4879.5,4715.0,4777.7,4824.9,28.92,1.3,306.55,296.6,299.32,303.2,116.31,0.10758158263556081,0.22012762817847564,0.0999570972028599,0.20935960591132996,0.23989898989898983,4
2017-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03,0.265,0.2455,0.2623,0.2603,20980.0,12.51,5437.6,4815.1,4824.9,5428.5,79.26,-0.05,310.01,302.1,303.2,303.06,185.68,0.10758158263556081,0.22012762817847564,0.0999570972028599,0.2118249534450651,0.5240046838407492,4
2017-10-13,0.15229408512990605,-0.11746821448313985,0.034825870646766205,0.15229408512990605,-0.11746821448313985,0.034825870646766205,0.15229408512990605,-0.11746821448313985,0.034825870646766205,-1.81,0.27,0.2325,0.2455,0.2556,30590.0,3.84,5874.3,5376.0,5440.0,5636.8,99.15,11.35,350.0,298.0,303.06,337.46,383.16,0.11454675676491406,0.22709280230782883,0.10692227133221315,0.07802614930409105,0.3876221498371335,4
2017-10-14,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,-0.0,0.3333333333333333,4.07,0.2688,0.2544,0.2603,0.266,15540.0,3.52,5854.3,5567.3,5636.8,5835.0,36.81,0.53,348.0,334.05,337.46,339.24,151.02,0.1221294001156192,0.19191047051532756,0.12266443876929585,0.1411411411411412,0.4615384615384617,4
2017-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.08,0.27,0.249,0.2556,0.2578,13940.0,-2.34,5876.9,5450.0,5838.7,5698.6,57.34,-0.59,344.89,315.0,339.24,337.23,250.08,0.05341840702326409,0.05341840702326409,0.05341840702326409,0.07193347193347187,0.42273730684326694,4
2017-10-16,0.302020202020202,-0.041847041847041834,0.26017316017316017,0.906060606060606,-0.1255411255411255,0.7805194805194805,0.3167258656182624,-0.05836508277217095,0.25836078284609143,-10.86,0.3,0.2523,0.266,0.2298,49710.0,1.15,5803.2,5570.4,5712.2,5764.4,31.41,-0.82,355.0,330.85,337.23,334.46,270.07,0.12530399736523817,0.229735736899916,0.12566647283065197,-0.18220640569395025,0.18944099378881984,4
2017-10-17,0.2266666666666667,-0.04083333333333334,0.18583333333333338,0.2266666666666667,-0.04083333333333334,0.18583333333333338,0.2266666666666667,-0.04083333333333334,0.18583333333333338,-5.7,0.2665,0.2188,0.2578,0.2167,35850.0,-2.9,5779.0,5511.0,5764.8,5597.1,31.91,-5.62,334.8,308.0,334.46,315.65,191.86,0.16247066403190488,0.2669024035665827,0.16283313949731862,-0.13493013972055887,0.17388949079089935,3
2017-10-18,0.4675324675324674,-0.02597402597402597,0.44155844155844143,0.4675324675324674,-0.02597402597402597,0.44155844155844143,0.4675324675324674,-0.02597402597402597,0.44155844155844143,-1.11,0.2349,0.2025,0.2298,0.2143,30980.0,-0.57,5597.9,5114.3,5597.7,5565.0,69.04,-0.7,316.21,287.46,315.65,313.45,252.92,0.2438171782142399,0.3482489177489177,0.24417965367965366,-0.17034456058846298,0.18006607929515406,3
2017-10-19,0.0625,-0.0625,0.0,0.0625,-0.0625,0.0,0.0625,-0.0625,0.0,-2.57,0.2329,0.20600000000000002,0.2167,0.2088,18690.0,2.32,5741.0,5505.8,5574.8,5694.0,38.04,-2.07,316.5,304.0,313.45,306.97,118.04,0.17715051154757325,0.28158225108225104,0.17751298701298698,-0.2039649256576438,0.22105263157894736,3
2017-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.22399999999999998,0.2052,0.2143,0.2099,16280.000000000002,5.1,6082.2,5606.4,5694.0,5984.5,61.78,-1.42,313.01,301.04,306.97,302.61,118.8,0.17715051154757325,0.28158225108225104,0.17751298701298698,-0.14501018329938897,0.2139965297860035,3
2017-10-21,0.11666666666666667,-0.11666666666666667,0.0,0.11666666666666667,-0.11666666666666667,0.0,0.11666666666666667,-0.11666666666666667,0.0,-4.57,0.2106,0.1967,0.2088,0.2003,13910.0,0.34,6190.0,5873.6,5984.9,6005.1,53.52,-1.12,303.0,289.31,302.61,299.23,105.32,0.12547835497835497,0.12547835497835497,0.12547835497835497,-0.2305032654629273,0.11712214166201908,3
2017-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.29,0.212,0.195,0.2099,0.1917,11400.0,-0.41,6069.6,5717.9,6005.1,5980.5,50.58,-1.9,305.62,289.4,299.23,293.55,95.45,0.08831168831168829,0.08831168831168829,0.08831168831168829,-0.24999999999999994,0.09605488850771875,3
2017-10-23,0.07720588235294118,-0.19301470588235292,-0.11580882352941174,0.07720588235294118,-0.19301470588235292,-0.11580882352941174,0.07720588235294118,-0.19301470588235292,-0.11580882352941174,6.0,0.2017,0.185,0.2003,0.2032,11650.0,-1.23,6051.0,5639.8,5980.5,5906.9,67.06,-2.96,293.96,273.5,293.55,284.85,170.7,-0.023161764705882347,-0.023161764705882347,-0.023161764705882347,-0.23609022556390985,0.10554951033732318,3
2017-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.89,0.2168,0.183,0.1917,0.2014,20370.0,-6.73,5902.5,5457.5,5902.5,5509.5,64.03,4.02,311.85,280.02,284.85,296.3,216.67,-0.023161764705882347,-0.023161764705882347,-0.023161764705882347,-0.2187742435996896,0.06617257808364205,3
2017-10-25,0.12236842105263157,-0.18327067669172933,-0.06090225563909776,0.12236842105263157,-0.18327067669172933,-0.06090225563909776,0.12236842105263157,-0.18327067669172933,-0.06090225563909776,0.3,0.2056,0.196,0.2032,0.20199999999999999,6620.0,3.82,5743.9,5367.9,5509.9,5720.0,44.8,-0.28,300.0,288.5,296.3,295.46,94.09,-0.0353422158337019,-0.0353422158337019,-0.0353422158337019,-0.12097476066144482,-0.038553069966682646,3
2017-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.24,0.2051,0.1995,0.2014,0.1995,6180.0,2.97,5966.6,5680.5,5724.2,5890.0,42.72,-0.12,299.0,290.55,295.46,295.1,59.36,-0.0353422158337019,-0.0353422158337019,-0.0353422158337019,-0.07937240424550066,-0.01335311572700287,3
2017-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.2032,0.1975,0.20199999999999999,0.1979,3440.0,-2.21,6010.2,5681.2,5890.0,5759.6,39.71,0.3,299.5,291.6,295.1,295.99,68.47,-0.0353422158337019,-0.0353422158337019,-0.0353422158337019,-0.07652823145123658,0.004568527918781787,3
2017-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.201,0.1971,0.1995,0.2012,4030.0000000000005,-0.68,5863.9,5634.7,5759.8,5720.6,26.66,-0.84,297.01,288.6,295.99,293.49,70.22,-0.012180451127819552,-0.012180451127819552,-0.012180451127819552,-0.036398467432950304,0.011055276381909587,3
2017-10-29,0.08040993299172251,-0.20496649586125346,-0.12455656286953094,0.08040993299172251,-0.20496649586125346,-0.12455656286953094,0.08040993299172251,-0.20496649586125346,-0.12455656286953094,0.4,0.2045,0.196,0.1979,0.20199999999999999,5470.0,7.61,6330.0,5662.9,5718.1,6156.0,61.92,3.71,312.49,290.5,293.49,304.39,166.62,-0.03709176370172575,-0.03709176370172575,-0.03709176370172575,-0.03763696998570756,-0.03303015797032081,3
2017-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98,0.2042,0.2,0.2012,0.198,3990.0,-0.5,6237.2,6010.0,6146.0,6125.3,33.26,0.86,314.4,303.93,304.39,307.0,86.21,-0.024911312573906188,-0.024911312573906188,-0.024911312573906188,-0.011482775836245613,-0.026069847515986223,3
2017-10-31,0.0862607338017174,-0.1756440281030445,-0.08938329430132709,0.0862607338017174,-0.1756440281030445,-0.08938329430132709,0.0862607338017174,-0.1756440281030445,-0.08938329430132709,-3.48,0.204,0.1971,0.20199999999999999,0.1911,5440.0,5.44,6472.1,6082.7,6129.9,6458.3,38.76,-1.08,312.0,303.1,307.0,303.69,81.66,-0.04278797143417161,-0.04278797143417161,-0.04278797143417161,-0.003129890453834205,-0.05862068965517252,3
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.201,0.1894,0.198,0.2,9150.0,4.17,6727.3,6348.0,6450.2,6727.3,57.13,-4.97,305.11,287.04,303.69,288.6,153.84,-0.04278797143417161,-0.04278797143417161,-0.04278797143417161,-0.015748031496062898,-0.06890130353817496,3
2017-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.207,0.175,0.1911,0.205,17220.0,4.35,7315.1,6724.5,6735.0,7019.9,97.45,-1.29,293.01,275.21,288.6,284.89,260.22,-0.04278797143417161,-0.04278797143417161,-0.04278797143417161,0.017874875868917537,-0.1353859131168284,3
2017-11-03,0.25,-0.027777777777777776,0.2222222222222222,0.25,-0.027777777777777776,0.2222222222222222,0.25,-0.027777777777777776,0.2222222222222222,-1.56,0.2295,0.1956,0.2,0.2018,24890.0,3.68,7447.5,6926.5,7018.9,7278.4,64.15,6.52,307.36,284.0,284.89,303.47,217.42,0.026567785584179028,0.026567785584179028,0.026567785584179028,-0.000990099009900881,-0.13427713427713425,3
2017-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.14,0.2056,0.1991,0.205,0.1995,6330.0,1.24,7521.1,6936.5,7104.0,7369.0,48.62,-1.31,304.38,293.0,303.47,299.48,132.54,0.026567785584179028,0.026567785584179028,0.026567785584179028,0.0,-0.1704781704781704,3
2017-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.204,0.1975,0.2018,0.2011,5070.0,0.18,7595.0,7272.0,7370.9,7382.0,46.29,-1.29,301.0,292.28,299.48,295.63,98.63,0.04444444444444444,0.04444444444444444,0.04444444444444444,0.016169782718544762,-0.2843416370106762,3
2017-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.2069,0.1981,0.1995,0.2057,5940.0,-5.78,7429.5,6915.1,7355.1,6955.0,63.27,0.43,310.0,292.0,295.63,296.9,159.37,0.04444444444444444,0.04444444444444444,0.04444444444444444,0.022365805168986105,-0.1788423153692615,3
2017-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,0.2061,0.1992,0.2011,0.2161,8279.999999999998,2.13,7214.4,6959.0,6959.6,7103.3,37.54,-1.85,304.2,285.01,296.9,291.42,216.51,0.04444444444444444,0.04444444444444444,0.04444444444444444,0.06980198019801981,-0.16337591947348043,3
2017-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.71,0.225,0.203,0.2057,0.2124,17100.0,4.77,7895.0,7029.9,7102.0,7442.4,97.3,5.52,318.9,290.11,291.42,307.5,335.69,0.0,0.0,0.0,0.07272727272727271,-0.19024018299656872,3
2017-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.43,0.223,0.2121,0.2161,0.203,14210.0,-4.25,7447.0,7017.6,7447.0,7126.2,50.14,3.91,328.8,305.0,307.5,319.52,251.77,0.0,0.0,0.0,0.06227106227106239,-0.17311608961303454,3
2017-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.2185,0.198,0.2124,0.2092,19880.0,-8.2,7313.1,6405.2,7123.3,6542.2,88.43,-7.3,324.03,286.0,319.52,296.18,331.44,0.0,0.0,0.0,0.04599999999999993,-0.19631194775259309,3
2017-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.65,0.2147,0.2,0.203,0.1932,16520.0,-3.69,6788.0,6166.0,6541.2,6300.7,72.84,5.7,319.88,294.7,296.18,313.07,172.77,0.0,0.0,0.0,-0.05756097560975599,-0.24413145539906098,3
2017-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.2092,0.175,0.2092,0.2,48680.0,-7.6,6465.0,5426.0,6282.4,5822.1,172.69,-2.93,316.99,293.33,313.07,303.9,251.26,0.0,0.0,0.0,-0.00891972249752228,-0.24812030075187969,3
2017-11-13,0.2417582417582418,-0.048351648351648346,0.19340659340659344,0.2417582417582418,-0.048351648351648346,0.19340659340659344,0.2417582417582418,-0.048351648351648346,0.19340659340659344,2.05,0.2,0.19,0.1932,0.2041,19330.0,11.21,6680.0,5786.1,5806.5,6474.6,110.44,3.07,318.0,302.4,303.9,313.22,198.96,0.03868131868131869,0.03868131868131869,0.03868131868131869,0.023057644110275652,-0.208301008533747,3
2017-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.21,0.1965,0.2,0.2087,10330.0,1.62,6687.8,6315.4,6476.5,6579.2,49.52,6.72,336.69,313.22,313.22,334.28,244.03,0.03868131868131869,0.03868131868131869,0.03868131868131869,0.03779214321233215,-0.09181897302001744,3
2017-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,0.21,0.203,0.2041,0.2273,10810.0,10.63,7310.2,6589.9,6589.9,7278.3,71.61,-1.1,339.61,321.5,334.28,330.59,167.05,0.03868131868131869,0.03868131868131869,0.03868131868131869,0.10500729217306762,0.04891555145362251,4
2017-11-16,0.3885971055088702,-0.004357298474945533,0.3842398070339247,1.1657913165266107,-0.0130718954248366,1.1527194211017742,0.4034797755002203,-0.0075470623423480486,0.39593271315787226,-1.23,0.2832,0.2055,0.2087,0.2245,97460.0,8.05,8012.9,7099.9,7273.7,7864.2,85.88,0.05,335.11,321.18,330.59,330.76,149.13,0.11786786131289313,0.2692252029016735,0.11552928008810363,0.038870893105044046,0.04759682687820819,4
2017-11-17,0.571969696969697,0.0,0.571969696969697,1.143939393939394,0.0,1.143939393939394,0.5926789733683075,-0.0,0.5926789733683075,1.11,0.2408,0.217,0.2273,0.22699999999999998,25330.0,-2.37,8029.8,7511.1,7865.0,7677.9,75.95,0.07,335.01,325.0,331.16,331.0,151.63,0.23640365598655463,0.4980130816895524,0.22992321948204303,0.06873822975517878,0.08716475095785424,4
2017-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.2295,0.2186,0.2245,0.2325,11180.0,1.24,7867.0,7419.5,7674.1,7773.3,40.7,4.74,350.4,325.32,331.0,346.68,148.23,0.19772233730523597,0.45933176300823364,0.19124190080072434,0.14532019704433496,0.1076703191996189,4
2017-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.2375,0.22,0.22699999999999998,0.24,18760.0,3.61,8126.9,7652.0,7770.6,8054.2,39.13,2.31,371.0,343.28,346.68,354.7,176.58,0.19772233730523597,0.45933176300823364,0.19124190080072434,0.14722753346080303,0.19820269595606582,4
2017-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.96,0.247,0.2317,0.2325,0.2329,15370.0,2.37,8310.2,7943.4,8052.8,8245.1,38.28,3.73,373.7,352.03,354.7,367.94,148.45,0.19772233730523597,0.45933176300823364,0.19124190080072434,0.2054865424430641,0.2149191444966092,4
2017-11-21,0.25397447380206,-0.049205105239588,0.20476936856247202,0.50794894760412,-0.098410210479176,0.40953873712494404,0.2627795437807901,-0.05102102109036243,0.21175852269042766,3.05,0.2456,0.2287,0.24,0.24,19920.0,-1.79,8380.0,7790.0,8245.1,8097.3,71.85,-2.16,373.5,350.0,367.94,360.0,199.14,0.16088749921174705,0.3106956262128676,0.1553478131064338,0.1999999999999999,0.18110236220472442,4
2017-11-22,0.2724492151431209,-0.045013850415512466,0.22743536472760845,0.5448984302862419,-0.09002770083102493,0.4548707294552169,0.2911103541732319,-0.06365919775225151,0.22745115642098038,0.38,0.2424,0.23,0.2329,0.2409,17000.0,1.64,8310.0,8064.3,8097.3,8230.1,28.86,5.69,381.89,358.8,360.0,380.48,138.9,0.08784193582228161,0.17288189331603218,0.08644094665801609,0.18030377266046055,0.19612711022840124,4
2017-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.2545,0.2351,0.24,0.245,23530.0,-3.07,8267.6,7977.1,8230.0,7977.1,32.1,6.49,426.27,374.34,380.48,405.19,264.29,0.08784193582228161,0.17288189331603218,0.08644094665801609,0.17393387637757546,0.21287128712871295,4
2017-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.2476,0.2348,0.2409,0.2533,14300.0,2.69,8350.7,7873.0,7977.0,8191.6,42.85,16.12,478.5,397.37,405.19,470.51,258.2,0.08784193582228161,0.17288189331603218,0.08644094665801609,0.11438627364716245,0.26967418546365923,4
2017-11-25,0.19520851818988466,-0.0730553090801538,0.12215320910973086,0.19520851818988466,-0.0730553090801538,0.12215320910973086,0.19520851818988466,-0.0730553090801538,0.12215320910973086,-3.32,0.2562,0.242,0.245,0.2449,13180.0,7.01,8770.0,8132.9,8191.6,8766.2,44.25,-1.38,481.99,454.4,469.89,464.0,168.49,0.11227257764422778,0.19731253513797836,0.11087158847996226,0.09086859688195992,0.23749368367862564,4
2017-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.2533,0.24100000000000002,0.2533,0.2478,16309.999999999998,6.27,9495.0,8769.2,8791.0,9316.0,67.57,0.0,464.0,464.0,464.0,464.0,0.0,0.06992087310614224,0.11540478771298954,0.06991771476746786,0.09162995594713663,0.231610337972167,4
2017-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,0.2532,0.24,0.2449,0.2795,22190.0,4.43,9760.7,9268.9,9303.9,9728.8,66.66,2.03,491.89,458.25,464.0,473.44,191.77,0.024430641821946174,0.024430641821946174,0.024430641821946174,0.20215053763440866,0.3836633663366339,5
2017-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.92,0.2816,0.2478,0.2478,0.235,44710.0,1.74,9977.77,9608.3,9727.1,9898.0,47.11,-1.66,479.0,457.2,473.44,465.56,153.81,0.024430641821946174,0.024430641821946174,0.024430641821946174,-0.020833333333333353,0.18686868686868674,4
2017-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.28,0.21,0.2795,0.2372,69750.0,-1.5,11427.17,9001.1,9891.9,9749.4,182.74,-9.71,517.0,403.01,465.56,420.34,228.93,0.024430641821946174,0.024430641821946174,0.024430641821946174,0.018462859596393294,0.2412349555206698,4
2017-11-30,0.3418803418803419,-0.008547008547008548,0.3333333333333333,0.3418803418803419,-0.008547008547008548,0.3333333333333333,0.3418803418803419,-0.008547008547008548,0.3333333333333333,2.87,0.2477,0.2184,0.235,0.244,29910.0,1.62,10540.0,8821.0,9771.9,9907.0,129.07,2.82,454.95,385.4,420.34,432.21,224.57,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.016666666666666684,0.21999999999999992,4
2017-12-01,0.12073368934293012,-0.1609008590666357,-0.040167169723705584,0.12073368934293012,-0.1609008590666357,-0.040167169723705584,0.12073368934293012,-0.1609008590666357,-0.040167169723705584,0.33,0.2488,0.225,0.2372,0.2448,22460.0,9.71,10949.0,9370.1,9907.0,10869.0,84.14,6.58,467.0,413.96,432.21,460.67,169.74,0.05863323272192554,0.05863323272192554,0.05863323272192554,0.01618929016189285,0.19414634146341467,4
2017-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2495,0.2398,0.244,0.2448,15890.0,0.11,11187.0,10627.0,10852.0,10881.0,49.71,-1.12,472.0,447.0,460.67,455.51,135.33,0.05863323272192554,0.05863323272192554,0.05863323272192554,-0.0008163265306122683,0.21308225966303262,4
2017-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.2598,0.2344,0.2448,0.2462,25350.0,2.54,11842.0,10299.0,10880.0,11157.0,93.06,0.87,482.69,431.04,455.51,459.49,137.97,0.05863323272192554,0.05863323272192554,0.05863323272192554,-0.028030003947887967,0.2340852130325814,4
2017-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.12,0.25,0.2345,0.2448,0.2336,16790.0,3.93,11598.0,10788.0,11162.0,11595.0,63.74,1.2,471.06,439.27,459.49,465.0,123.19,0.05863323272192554,0.05863323272192554,0.05863323272192554,-0.04614128215598205,0.1616111387369468,4
2017-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.15,0.2472,0.23199999999999998,0.2462,0.2169,18440.0,0.0,11949.0,11414.0,11611.0,11595.0,48.94,-2.82,467.38,444.17,465.0,451.87,187.53,-0.008033433944741116,-0.008033433944741116,-0.008033433944741116,-0.12469733656174328,0.0544482255712203,3
2017-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.69,0.2342,0.2059,0.2336,0.2024,42000.0,16.66,13598.0,11590.0,11590.0,13527.0,83.59,-8.44,454.23,403.0,451.87,413.71,367.19,0.0,0.0,0.0,-0.2758497316636852,-0.06339657565941689,3
2017-12-07,0.23427855212170814,-0.12786076266351365,0.1064177894581945,0.4685571042434163,-0.2557215253270273,0.212835578916389,0.30135266639721997,-0.1731647871800084,0.12818787921721156,15.07,0.22,0.2,0.2169,0.2329,55110.0,22.72,16639.0,13154.0,13500.0,16601.0,141.26,0.32,429.0,390.0,413.71,415.02,322.0,0.025637575843442312,0.0425671157832778,0.0212835578916389,-0.008936170212765918,0.09651600753295664,4
2017-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.249,0.2,0.2024,0.2365,92750.0,-4.41,17160.0,13774.0,16608.0,15869.0,124.11,6.55,453.61,400.34,415.02,442.19,318.98,0.025637575843442312,0.0425671157832778,0.0212835578916389,-0.0029510961214165524,0.16502463054187178,4
2017-12-09,0.13182382133995035,-0.13399503722084366,-0.002171215880893307,0.2636476426799007,-0.2679900744416873,-0.004342431761786614,0.13182382133995035,-0.13399503722084366,-0.002171215880893307,-3.68,0.245,0.2275,0.2329,0.2278,29980.0,-7.62,16300.0,13021.0,15829.0,14660.0,77.82,4.24,487.8,441.0,442.19,460.92,322.5,0.02520333266726365,0.041698629430920474,0.020849314715460237,-0.06639344262295079,0.08891013384321227,4
2017-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.2376,0.2212,0.2365,0.245,20270.0,2.3,15728.0,12748.0,14660.0,14997.0,107.05,-6.87,460.92,413.3,460.92,429.24,250.23,0.02520333266726365,0.041698629430920474,0.020849314715460237,0.000816993464052311,0.2681159420289854,4
2017-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,0.2504,0.2278,0.2278,0.3474,20690.0,11.72,17443.0,14937.0,14937.0,16754.0,78.09,20.04,531.2,429.14,429.24,515.25,224.21,0.02520333266726365,0.041698629430920474,0.020849314715460237,0.41911764705882354,0.7369999999999999,6
2017-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.82,0.4205,0.24,0.245,0.451,116610.0,1.27,17500.0,16234.0,16754.0,16967.0,52.09,23.22,646.92,497.75,515.25,634.87,425.21,-0.00043424317617866135,-0.0008684863523573227,-0.00043424317617866135,0.8318440292445167,1.2097011268985791,8
2017-12-13,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454,-0.0,0.5454545454545454,81.15,0.4927,0.32,0.3474,0.8170000000000001,132919.99999999997,-4.63,17288.0,15674.0,17010.0,16181.0,62.88,8.79,742.0,573.0,634.87,690.69,686.14,0.10865666591473042,0.10822242273855176,0.10865666591473042,2.497431506849315,2.9147101102060375,14
2017-12-14,0.5097465886939571,0.0,0.5097465886939571,1.5292397660818713,0.0,1.5292397660818713,0.510887693663549,-0.0,0.510887693663549,-9.74,0.847,0.446,0.451,0.7374,143370.0,1.25,16999.0,15870.0,16122.0,16383.0,45.72,-0.61,760.0,651.0,690.69,686.51,494.41,0.21126844782361892,0.41493886230728333,0.21104022682970047,2.3997233748271096,2.244170699516058,13
2017-12-15,0.46634615384615385,-0.015384615384615384,0.45096153846153847,0.9326923076923077,-0.030769230769230767,0.9019230769230769,0.49259494324090347,-0.021757131728816846,0.47083781151208665,0.35,0.825,0.6154,0.8170000000000001,0.74,87980.0,6.95,18098.0,16352.0,16396.0,17522.0,63.11,-1.2,698.31,610.0,686.51,678.29,360.05,0.3054360101260362,0.5953234776918988,0.3012325345220082,2.6561264822134385,2.2962138084632513,13
2017-12-16,0.18294131622713236,-0.11736754573532905,0.06557377049180331,0.18294131622713236,-0.11736754573532905,0.06557377049180331,0.18294131622713236,-0.11736754573532905,0.06557377049180331,-3.78,0.813,0.72,0.7374,0.7120000000000001,41170.0,9.5,19548.0,17098.0,17569.55,19187.0,48.27,0.73,711.96,672.51,678.29,683.25,200.94,0.3185507642243969,0.6084382317902594,0.3143472886203688,2.0571060541004726,2.136563876651983,12
