"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 23, 2017","0.98560","0.98800","1.07000","0.92000","30.79M","-0.24%"
"Dec 22, 2017","0.98800","1.09000","1.23000","0.69000","114.41M","-9.36%"
"Dec 21, 2017","1.09000","0.71490","1.11000","0.71400","91.16M","52.47%"
"Dec 20, 2017","0.71490","0.73160","0.74600","0.63500","35.03M","-2.28%"
"Dec 19, 2017","0.73160","0.75680","0.84100","0.68580","44.64M","-3.33%"
"Dec 18, 2017","0.75680","0.71200","0.79130","0.66000","45.64M","6.29%"
"Dec 17, 2017","0.71200","0.74000","0.75300","0.70100","28.42M","-3.78%"
"Dec 16, 2017","0.74000","0.73740","0.81300","0.72000","41.17M","0.35%"
"Dec 15, 2017","0.73740","0.81700","0.82500","0.61540","87.98M","-9.74%"
"Dec 14, 2017","0.81700","0.45100","0.84700","0.44600","143.37M","81.15%"
"Dec 13, 2017","0.45100","0.34740","0.49270","0.32000","132.92M","29.82%"
"Dec 12, 2017","0.34740","0.24500","0.42050","0.24000","116.61M","41.80%"
"Dec 11, 2017","0.24500","0.22780","0.25040","0.22780","20.69M","7.55%"
"Dec 10, 2017","0.22780","0.23650","0.23760","0.22120","20.27M","-3.68%"
"Dec 09, 2017","0.23650","0.23290","0.24500","0.22750","29.98M","1.55%"
"Dec 08, 2017","0.23290","0.20240","0.24900","0.20000","92.75M","15.07%"
"Dec 07, 2017","0.20240","0.21690","0.22000","0.20000","55.11M","-6.69%"
"Dec 06, 2017","0.21690","0.23360","0.23420","0.20590","42.00M","-7.15%"
"Dec 05, 2017","0.23360","0.24620","0.24720","0.23200","18.44M","-5.12%"
"Dec 04, 2017","0.24620","0.24480","0.25000","0.23450","16.79M","0.57%"
"Dec 03, 2017","0.24480","0.24480","0.25980","0.23440","25.35M","0.00%"
"Dec 02, 2017","0.24480","0.24400","0.24950","0.23980","15.89M","0.33%"
"Dec 01, 2017","0.24400","0.23720","0.24880","0.22500","22.46M","2.87%"
"Nov 30, 2017","0.23720","0.23500","0.24770","0.21840","29.91M","0.94%"
"Nov 29, 2017","0.23500","0.27950","0.28000","0.21000","69.75M","-15.92%"
"Nov 28, 2017","0.27950","0.24780","0.28160","0.24780","44.71M","12.79%"
"Nov 27, 2017","0.24780","0.24490","0.25320","0.24000","22.19M","1.18%"
"Nov 26, 2017","0.24490","0.25330","0.25330","0.24100","16.31M","-3.32%"
"Nov 25, 2017","0.25330","0.24500","0.25620","0.24200","13.18M","3.39%"
"Nov 24, 2017","0.24500","0.24090","0.24760","0.23480","14.30M","1.70%"
"Nov 23, 2017","0.24090","0.24000","0.25450","0.23510","23.53M","0.38%"
"Nov 22, 2017","0.24000","0.23290","0.24240","0.23000","17.00M","3.05%"
"Nov 21, 2017","0.23290","0.24000","0.24560","0.22870","19.92M","-2.96%"
"Nov 20, 2017","0.24000","0.23250","0.24700","0.23170","15.37M","3.23%"
"Nov 19, 2017","0.23250","0.22700","0.23750","0.22000","18.76M","2.42%"
"Nov 18, 2017","0.22700","0.22450","0.22950","0.21860","11.18M","1.11%"
"Nov 17, 2017","0.22450","0.22730","0.24080","0.21700","25.33M","-1.23%"
"Nov 16, 2017","0.22730","0.20870","0.28320","0.20550","97.46M","8.91%"
"Nov 15, 2017","0.20870","0.20410","0.21000","0.20300","10.81M","2.25%"
"Nov 14, 2017","0.20410","0.20000","0.21000","0.19650","10.33M","2.05%"
"Nov 13, 2017","0.20000","0.19320","0.20000","0.19000","19.33M","3.52%"
"Nov 12, 2017","0.19320","0.20920","0.20920","0.17500","48.68M","-7.65%"
"Nov 11, 2017","0.20920","0.20300","0.21470","0.20000","16.52M","3.05%"
"Nov 10, 2017","0.20300","0.21240","0.21850","0.19800","19.88M","-4.43%"
"Nov 09, 2017","0.21240","0.21610","0.22300","0.21210","14.21M","-1.71%"
"Nov 08, 2017","0.21610","0.20570","0.22500","0.20300","17.10M","5.06%"
"Nov 07, 2017","0.20570","0.20110","0.20610","0.19920","8.28M","2.29%"
"Nov 06, 2017","0.20110","0.19950","0.20690","0.19810","5.94M","0.80%"
"Nov 05, 2017","0.19950","0.20180","0.20400","0.19750","5.07M","-1.14%"
"Nov 04, 2017","0.20180","0.20500","0.20560","0.19910","6.33M","-1.56%"
"Nov 03, 2017","0.20500","0.20000","0.22950","0.19560","24.89M","2.50%"
"Nov 02, 2017","0.20000","0.19110","0.20700","0.17500","17.22M","4.66%"
"Nov 01, 2017","0.19110","0.19800","0.20100","0.18940","9.15M","-3.48%"
"Oct 31, 2017","0.19800","0.20200","0.20400","0.19710","5.44M","-1.98%"
"Oct 30, 2017","0.20200","0.20120","0.20420","0.20000","3.99M","0.40%"
"Oct 29, 2017","0.20120","0.19790","0.20450","0.19600","5.47M","1.67%"
"Oct 28, 2017","0.19790","0.19950","0.20100","0.19710","4.03M","-0.80%"
"Oct 27, 2017","0.19950","0.20200","0.20320","0.19750","3.44M","-1.24%"
"Oct 26, 2017","0.20200","0.20140","0.20510","0.19950","6.18M","0.30%"
"Oct 25, 2017","0.20140","0.20320","0.20560","0.19600","6.62M","-0.89%"
"Oct 24, 2017","0.20320","0.19170","0.21680","0.18300","20.37M","6.00%"
"Oct 23, 2017","0.19170","0.20030","0.20170","0.18500","11.65M","-4.29%"
"Oct 22, 2017","0.20030","0.20990","0.21200","0.19500","11.40M","-4.57%"
"Oct 21, 2017","0.20990","0.20880","0.21060","0.19670","13.91M","0.53%"
"Oct 20, 2017","0.20880","0.21430","0.22400","0.20520","16.28M","-2.57%"
"Oct 19, 2017","0.21430","0.21670","0.23290","0.20600","18.69M","-1.11%"
"Oct 18, 2017","0.21670","0.22980","0.23490","0.20250","30.98M","-5.70%"
"Oct 17, 2017","0.22980","0.25780","0.26650","0.21880","35.85M","-10.86%"
"Oct 16, 2017","0.25780","0.26600","0.30000","0.25230","49.71M","-3.08%"
"Oct 15, 2017","0.26600","0.25560","0.27000","0.24900","13.94M","4.07%"
"Oct 14, 2017","0.25560","0.26030","0.26880","0.25440","15.54M","-1.81%"
"Oct 13, 2017","0.26030","0.24550","0.27000","0.23250","30.59M","6.03%"
"Oct 12, 2017","0.24550","0.26230","0.26500","0.24550","20.98M","-6.40%"
"Oct 11, 2017","0.26230","0.25830","0.26580","0.25600","6.13M","1.55%"
"Oct 10, 2017","0.25830","0.25050","0.26690","0.24050","13.65M","3.11%"
"Oct 09, 2017","0.25050","0.28100","0.28100","0.23300","33.49M","-10.85%"
"Oct 08, 2017","0.28100","0.24050","0.28130","0.23890","23.30M","16.84%"
"Oct 07, 2017","0.24050","0.23310","0.24170","0.23250","6.69M","3.17%"
"Oct 06, 2017","0.23310","0.23710","0.24460","0.23200","12.72M","-1.69%"
"Oct 05, 2017","0.23710","0.21480","0.24450","0.21330","23.41M","10.38%"
"Oct 04, 2017","0.21480","0.20300","0.21730","0.20110","10.07M","5.81%"
"Oct 03, 2017","0.20300","0.20330","0.20620","0.19750","6.05M","-0.15%"
"Oct 02, 2017","0.20330","0.20890","0.20990","0.20000","5.52M","-2.68%"
"Oct 01, 2017","0.20890","0.19900","0.20890","0.19640","3.97M","4.97%"
"Sep 30, 2017","0.19900","0.19700","0.20650","0.19500","6.45M","1.02%"
"Sep 29, 2017","0.19700","0.20220","0.20220","0.18790","11.89M","-2.57%"
"Sep 28, 2017","0.20220","0.21010","0.21090","0.19650","15.34M","-3.76%"
"Sep 27, 2017","0.21010","0.18890","0.21560","0.18770","21.35M","11.22%"
"Sep 26, 2017","0.18890","0.18380","0.19430","0.18100","9.69M","2.77%"
"Sep 25, 2017","0.18380","0.17490","0.18690","0.17450","6.87M","5.09%"
"Sep 24, 2017","0.17490","0.17930","0.18000","0.17260","3.93M","-2.45%"
"Sep 23, 2017","0.17930","0.17290","0.18040","0.16990","11.86M","3.70%"
"Sep 22, 2017","0.17290","0.17100","0.17710","0.16600","4.85M","1.11%"
"Sep 21, 2017","0.17100","0.18160","0.18350","0.16860","7.18M","-5.84%"
"Sep 20, 2017","0.18160","0.18460","0.18840","0.18050","5.38M","-1.63%"
"Sep 19, 2017","0.18460","0.19320","0.19430","0.18200","9.35M","-4.45%"
"Sep 18, 2017","0.19320","0.18120","0.19430","0.18080","17.22M","6.62%"
"Sep 17, 2017","0.18120","0.18200","0.18400","0.17110","7.17M","-0.44%"
"Sep 16, 2017","0.18200","0.18420","0.19190","0.17290","15.12M","-1.19%"
"Sep 15, 2017","0.18420","0.17080","0.19240","0.14550","42.23M","7.85%"
"Sep 14, 2017","0.17080","0.19800","0.20000","0.16600","30.05M","-13.74%"
"Sep 13, 2017","0.19800","0.20940","0.20990","0.19020","14.95M","-5.44%"
"Sep 12, 2017","0.20940","0.21390","0.22450","0.20520","17.51M","-2.10%"
"Sep 11, 2017","0.21390","0.21620","0.22150","0.20860","15.09M","-1.06%"
"Sep 10, 2017","0.21620","0.21240","0.22400","0.19750","16.61M","1.79%"
"Sep 09, 2017","0.21240","0.21170","0.21440","0.20670","8.70M","0.33%"
"Sep 08, 2017","0.21170","0.22650","0.22900","0.19650","21.63M","-6.53%"
"Sep 07, 2017","0.22650","0.23100","0.23170","0.21970","12.49M","-1.95%"
"Sep 06, 2017","0.23100","0.21500","0.23280","0.21390","19.74M","7.44%"
"Sep 05, 2017","0.21500","0.20250","0.22000","0.18810","27.24M","6.17%"
"Sep 04, 2017","0.20250","0.23000","0.23040","0.18500","36.81M","-11.96%"
"Sep 03, 2017","0.23000","0.22350","0.23820","0.21500","19.11M","2.91%"
"Sep 02, 2017","0.22350","0.25370","0.25380","0.21350","40.90M","-11.90%"
"Sep 01, 2017","0.25370","0.25880","0.26000","0.24340","28.62M","-1.97%"
"Aug 31, 2017","0.25880","0.23160","0.26500","0.22720","28.80M","11.74%"
"Aug 30, 2017","0.23160","0.21950","0.23310","0.21670","15.15M","5.51%"
"Aug 29, 2017","0.21950","0.22530","0.22600","0.21200","23.63M","-2.57%"
"Aug 28, 2017","0.22530","0.20160","0.24610","0.19410","53.16M","11.76%"
"Aug 27, 2017","0.20160","0.20950","0.21030","0.19250","20.64M","-3.77%"
"Aug 26, 2017","0.20950","0.21590","0.23100","0.20600","16.76M","-2.96%"
"Aug 25, 2017","0.21590","0.21710","0.23100","0.20270","36.12M","-0.55%"
"Aug 24, 2017","0.21710","0.24600","0.28690","0.21000","74.21M","-11.75%"
"Aug 23, 2017","0.24600","0.24200","0.29950","0.21550","102.07M","1.65%"
"Aug 22, 2017","0.24200","0.19500","0.25900","0.17110","91.20M","24.10%"
"Aug 21, 2017","0.19500","0.15910","0.20650","0.15110","54.92M","22.56%"
"Aug 20, 2017","0.15910","0.15250","0.16170","0.14930","12.01M","4.33%"
"Aug 19, 2017","0.15250","0.15700","0.16200","0.14800","14.31M","-2.87%"
"Aug 18, 2017","0.15700","0.15800","0.17000","0.15100","19.65M","-0.63%"
"Aug 17, 2017","0.15800","0.16080","0.16100","0.15300","11.83M","-1.74%"
"Aug 16, 2017","0.16080","0.15800","0.16080","0.14860","16.04M","1.77%"
"Aug 15, 2017","0.15800","0.16770","0.16770","0.15210","18.86M","-5.78%"
"Aug 14, 2017","0.16770","0.16610","0.18010","0.16500","10.23M","0.96%"
"Aug 13, 2017","0.16610","0.17190","0.17190","0.15850","20.08M","-3.37%"
"Aug 12, 2017","0.17190","0.17750","0.18280","0.17040","13.18M","-3.15%"
"Aug 11, 2017","0.17750","0.18080","0.18340","0.17530","10.87M","-1.83%"
"Aug 10, 2017","0.18080","0.18340","0.18500","0.17700","11.26M","-1.42%"
"Aug 09, 2017","0.18340","0.19590","0.19590","0.18000","13.38M","-6.38%"
"Aug 08, 2017","0.19590","0.17900","0.20000","0.17680","31.91M","9.44%"
"Aug 07, 2017","0.17900","0.18030","0.18300","0.17630","10.48M","-0.72%"
"Aug 06, 2017","0.18030","0.18400","0.18980","0.17650","12.15M","-2.01%"
"Aug 05, 2017","0.18400","0.17360","0.19200","0.17100","20.38M","5.99%"
"Aug 04, 2017","0.17360","0.17460","0.17800","0.17100","7.21M","-0.57%"
"Aug 03, 2017","0.17460","0.17040","0.17720","0.16880","4.59M","2.46%"
"Aug 02, 2017","0.17040","0.17860","0.18000","0.16800","11.47M","-4.59%"
"Aug 01, 2017","0.17860","0.16300","0.18500","0.15850","26.82M","9.57%"
